ticker,date,title,company_name,gics_sector,gics_sub_industry,cluster,cluster_majority_label,cluster_distance
NKE,2026-04-22,"NIKE, Inc.","Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",6,Consumer Staples,4.902373363626849
ETN,2026-04-22,Eaton Corp plc,Eaton Corporation,Industrials,Electrical Components & Equipment,6,Consumer Staples,4.861098143862002
EOG,2026-04-22,EOG RESOURCES INC,EOG Resources,Energy,Oil & Gas Exploration & Production,6,Consumer Staples,4.8577390609174085
RSG,2026-04-22,"REPUBLIC SERVICES, INC.",Republic Services,Industrials,Environmental & Facilities Services,6,Consumer Staples,4.85319198768652
ICE,2026-04-22,"Intercontinental Exchange, Inc.",Intercontinental Exchange,Financials,Financial Exchanges & Data,4,Information Technology,4.777070795401554
DOW,2026-04-22,DOW INC.,Dow Inc.,Materials,Commodity Chemicals,3,Utilities,4.7669287493330605
ROL,2026-04-22,ROLLINS INC,"Rollins, Inc.",Industrials,Environmental & Facilities Services,6,Consumer Staples,4.745148923309039
CTVA,2026-04-22,"Corteva, Inc.",Corteva,Materials,Fertilizers & Agricultural Chemicals,0,Industrials,4.714968401826322
ATO,2026-04-22,ATMOS ENERGY CORP,Atmos Energy,Utilities,Gas Utilities,4,Information Technology,4.712965388378538
CF,2026-04-22,"CF Industries Holdings, Inc.",CF Industries,Materials,Fertilizers & Agricultural Chemicals,0,Industrials,4.698042063028345
AOS,2026-04-22,SMITH A O CORP,A. O. Smith,Industrials,Building Products,8,Consumer Discretionary,4.695691514208494
FANG,2026-04-22,"Diamondback Energy, Inc.",Diamondback Energy,Energy,Oil & Gas Exploration & Production,3,Utilities,4.680577363371543
LIN,2026-04-22,LINDE PLC,Linde plc,Materials,Industrial Gases,0,Industrials,4.669593261942356
